Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""pid-title"", [""index"":""5""]), ""Java For Testers"")",Chrome 140.0.0.0,,,2025-09-26 19:40:52,2025-09-26 19:40:52,0.119s,PASSED
"verifyElementText(findTestObject(""pid-author"", [""index"":""5""]), ""Alan Richardson"")",Chrome 140.0.0.0,,,2025-09-26 19:40:52,2025-09-26 19:40:52,0.122s,PASSED
"verifyElementText(findTestObject(""pid-price"", [""index"":""5""]), ""$29.99"")",Chrome 140.0.0.0,,,2025-09-26 19:40:52,2025-09-26 19:40:53,0.118s,PASSED
closeBrowser(),Chrome 140.0.0.0,,,2025-09-26 19:40:53,2025-09-26 19:40:53,0.718s,PASSED
Start listener action : afterCase,Chrome 140.0.0.0,,,2025-09-26 19:40:53,2025-09-26 19:40:53,0.004s,PASSED
,,,,,,,
Test Cases/Visible item one by one/Visible Detail Book - Advanced Selenium in Java,Chrome 140.0.0.0,,,2025-09-26 19:40:53,2025-09-26 19:41:01,7.839s,PASSED
Start listener action : beforeCase,Chrome 140.0.0.0,,,2025-09-26 19:40:53,2025-09-26 19:40:56,2.722s,PASSED
"openBrowser("""")",Chrome 140.0.0.0,,,2025-09-26 19:40:56,2025-09-26 19:40:59,2.446s,PASSED
navigateToUrl(baseUrl),Chrome 140.0.0.0,,,2025-09-26 19:40:59,2025-09-26 19:41:00,1.410s,PASSED
"verifyElementText(findTestObject(""pid-title"", [""index"":""6""]), ""Advanced Selenium in Java"")",Chrome 140.0.0.0,,,2025-09-26 19:41:00,2025-09-26 19:41:00,0.114s,PASSED
"verifyElementText(findTestObject(""pid-author"", [""index"":""6""]), ""Paul Watson"")",Chrome 140.0.0.0,,,2025-09-26 19:41:00,2025-09-26 19:41:00,0.090s,PASSED
"verifyElementText(findTestObject(""pid-price"", [""index"":""6""]), ""$29.99"")",Chrome 140.0.0.0,,,2025-09-26 19:41:00,2025-09-26 19:41:00,0.095s,PASSED
closeBrowser(),Chrome 140.0.0.0,,,2025-09-26 19:41:00,2025-09-26 19:41:01,0.761s,PASSED
Start listener action : afterCase,Chrome 140.0.0.0,,,2025-09-26 19:41:01,2025-09-26 19:41:01,0.007s,PASSED
,,,,,,,
Test Cases/Visible item one by one/Visible Detail Book - The Cucumber for Java Book,Chrome 140.0.0.0,,,2025-09-26 19:41:01,2025-09-26 19:41:09,8.257s,PASSED
Start listener action : beforeCase,Chrome 140.0.0.0,,,2025-09-26 19:41:01,2025-09-26 19:41:04,3.059s,PASSED
"openBrowser("""")",Chrome 140.0.0.0,,,2025-09-26 19:41:04,2025-09-26 19:41:07,2.355s,PASSED
navigateToUrl(baseUrl),Chrome 140.0.0.0,,,2025-09-26 19:41:07,2025-09-26 19:41:08,1.540s,PASSED
"verifyElementText(findTestObject(""pid-title"", [""index"":""7""]), ""The Cucumber for Java Book"")",Chrome 140.0.0.0,,,2025-09-26 19:41:08,2025-09-26 19:41:08,0.143s,PASSED
"verifyElementText(findTestObject(""pid-author"", [""index"":""7""]), ""Seb Rose"")",Chrome 140.0.0.0,,,2025-09-26 19:41:08,2025-09-26 19:41:09,0.107s,PASSED
"verifyElementText(findTestObject(""pid-price"", [""index"":""7""]), ""$34.99"")",Chrome 140.0.0.0,,,2025-09-26 19:41:09,2025-09-26 19:41:09,0.084s,PASSED
closeBrowser(),Chrome 140.0.0.0,,,2025-09-26 19:41:09,2025-09-26 19:41:09,0.753s,PASSED
Start listener action : afterCase,Chrome 140.0.0.0,,,2025-09-26 19:41:09,2025-09-26 19:41:09,0.004s,PASSED
,,,,,,,
Test Cases/Visible item one by one/Visible Detail Book - BDD in Action,Chrome 140.0.0.0,,,2025-09-26 19:41:09,2025-09-26 19:41:17,7.588s,PASSED
Start listener action : beforeCase,Chrome 140.0.0.0,,,2025-09-26 19:41:09,2025-09-26 19:41:12,2.725s,PASSED
"openBrowser("""")",Chrome 140.0.0.0,,,2025-09-26 19:41:12,2025-09-26 19:41:15,2.540s,PASSED
navigateToUrl(baseUrl),Chrome 140.0.0.0,,,2025-09-26 19:41:15,2025-09-26 19:41:16,1.041s,PASSED
"verifyElementText(findTestObject(""pid-title"", [""index"":""8""]), ""BDD in Action"")",Chrome 140.0.0.0,,,2025-09-26 19:41:16,2025-09-26 19:41:16,0.118s,PASSED
"verifyElementText(findTestObject(""pid-author"", [""index"":""8""]), ""John Ferguson Smart"")",Chrome 140.0.0.0,,,2025-09-26 19:41:16,2025-09-26 19:41:16,0.103s,PASSED
"verifyElementText(findTestObject(""pid-price"", [""index"":""8""]), ""$40.31"")",Chrome 140.0.0.0,,,2025-09-26 19:41:16,2025-09-26 19:41:16,0.099s,PASSED
closeBrowser(),Chrome 140.0.0.0,,,2025-09-26 19:41:16,2025-09-26 19:41:17,0.738s,PASSED
Start listener action : afterCase,Chrome 140.0.0.0,,,2025-09-26 19:41:17,2025-09-26 19:41:17,0.009s,PASSED
